index,review_title,review_text,review_rating,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
98,Original iphone,"I was bit worried about the authenticity of buying iphone online with unknown seller and by paying huge amount ,I took the  Risk but i would say amazon and seller  has done a wonderful job ,i checked the product  in apple website and its a genuine product with 1 year warranty..iphone is iphone with best processor,camera ,good battery life ,good for gaming and with  regular  updates from apple ..",5.0,0.039,0.688,0.273,0.9686,0.0121727,0.057254862,0.93057245
99,Lifelong Android user switched to IOS.,IOS:,5.0,0.0,1.0,0.0,0.0,0.10786438,0.7122762,0.1798594
100,Really Awesome,It’s a very awesome mobile. Overall it’s really good. Hats off to apple that they provide these kinda of awesome products.,5.0,0.0,0.587,0.413,0.9182,0.0016493793,0.008490879,0.98985976
101,iPhone XR display goes blank on the 2nd day!!!,The iPhone XR goes blank the next day!!!,1.0,0.0,1.0,0.0,0.0,0.0024807767,0.115635484,0.88188374
102,Good purchase,"Was sceptical at first. But after I received the phone it’s good and in mint condition. I am upgrading from iPhone 7 and it’s worth it. My iPhone 7 was 3 years old, and was lagging before I took the leap. Camera is more like the android phone with some Chinese lens I think. Battery life is so soothing! Face recognition is like butter. (Don’t know what will happen in the future) best part upgrading is the screen  size. Totally worth it. Videos are a bit dull but for the cost it’s worth it!! Thank you amazon for not sending a duplicate phone.",5.0,0.063,0.658,0.278,0.9807,0.005850333,0.026885549,0.9672642
103,Go for it you will not be disappointed!! 👍🏿,Well after buying this iPhone i am never switching back to android.,5.0,0.0,0.826,0.174,0.2732,0.3019258,0.4691811,0.22889312
104,Iphone xr water test,In two months the phone got destroyed its screen is filled with water its ip certification is nil bloody ios.....,1.0,0.253,0.747,0.0,-0.7269,0.9762457,0.0215482,0.0022060953
105,Waste of money,Battery quality is worst I have honor 8c and it gives 2 days backup and this phone last only 12 hours with medium usage no fast charger takes tradatitional 3 hours for full charging if u want to waste your money then go for it if u r not brand conscious buy other brands phone with much more better  configurations that too almost half of its price,2.0,0.127,0.766,0.107,-0.3415,0.7406931,0.2093095,0.049997404
106,Overall it's a beautiful phone which is having capacity to enrich your standard.,"Their is No earpods no lightning cable or connector in that box and will call after few minutes it blanks the call,not even a bip. Kindly give me some suggestions to rectify that",5.0,0.12,0.792,0.087,-0.0516,0.7706699,0.21022972,0.019100482
107,Close your eyes and go for it,"Got it for 38k during prime early access, one of the best purchase for value of money is considered. iOS 13 future releases might make it even more snappier and battery consumption efficiency. Played WOW Blitz in 60FPS and found no issues. Will post the PUBG and Fortnite review in few days. Battery back up is about 6hrs screen on time for apps usage scenario.",4.0,0.028,0.764,0.208,0.9304,0.005785236,0.090594634,0.90362006
108,Great battery life,"I ordered this phone on Diwali offer. The phone which I got first had display issue , so I got replacement for that.my previous phone was iPhone 6 Plus.  After one week of using this phone, these are my honest review.  Firstly the phone has excellent battery life . For average use, the battery lasts more than a day easily. Although charging takes time ie about 2 to 3 hours from 10% to 100%. As I am used to iPhone home button, I’m feeling a bit uncomfortable with this phone as it has no home button. You have to swipe up every time from bottom to top to unlock the phone. It has no finger print sensor . So it’s a bit difficult to unlock while ur in bed as u have to put ur face in front of the phone for FACE ID. Reach ability is an issue if u use one handed. Especially while using Facebook, when u have to swipe down from bottom line to make ur finger reach the top screen clicking options. Display of the screen is a bit below iPhone 6 Plus. So all in all the phone is just about satisfactory.",4.0,0.049,0.84,0.11,0.8402,0.32763407,0.428109,0.24425696
109,Awesome phone,Good at 52k (the price at which I got the phone). The phone wasn’t worth 76k when it was launched but at 52k it justifies itself.,5.0,0.0,0.826,0.174,0.3919,0.01648475,0.15820523,0.82531005
110,Battery life is spectacular,"I have bought it during prime sales , aside from discount i have bought it by paying just 36k",5.0,0.0,1.0,0.0,0.0,0.01587047,0.6423588,0.34177068
111,Loved it,"It's the latest offering from I phone. Simply great. Camera is superb. The glass back looks ultra premium, though I would suggest you to get a back protective case as glass is fragile. Got it in white and had to pay 1400 extra but it looks the best in white. You are spending 60000 on a phone so what's 1400 more to get the best",5.0,0.016,0.758,0.226,0.9552,0.010858867,0.05390571,0.9352354
112,Fantastic product,"Fantastic mobile. Nicely integrated hardware and software nothing ever comes close to an Apple product. Smooth touch no lag, face identification works well. Camera is good. Battery lasts for 24 hours with moderate usage. Superb audio and video quality and iOS updates are always smooth. The apps are wonderful.👍Amazon delivery was on dot. the same offer is available at authorized reseller stores which happens around the time Apple launches a new version of iPhone.",5.0,0.053,0.766,0.181,0.9001,0.0027259197,0.019871712,0.9774024
113,DEFECTIVE SIM CARD SLOT,IPhone SIM CARD SLOT NOT WORKING right from the beginning.,1.0,0.0,1.0,0.0,0.0,0.96755713,0.029792812,0.002650052
114,Camera and display quality is not good.,"Dude i was confused first that which one i should buy oneplus 7pro or iphone xr, so i choosen xr for 40k on offer and every thing ia good but i am dissapointed with tha camera quality and display quality really i have iphone 7plus also but the display is far far better then xr and the camera is also better but i know iphone 7plus has dual camera and that's ok but dude detailing is missing and also zooming is also missing we get digital zoom which reduces tha quality....",5.0,0.074,0.798,0.127,0.7351,0.12128318,0.37715593,0.50156087
115,The iPhone XR is the best iPhone to upgrade to if you own an iPhone 8 or older model.,"In my initial review, I said that the iPhone XR was the best iPhone for most people right, and my thoughts about it haven't changed six months later. This is still the best iPhone in the market, offering the same smooth and terrific user experience as the more expensive iPhone XS and XS Max, but with the knowledge that you're also getting the best battery life. In fact, the battery life is at par, if not better, to what the P30 Pro and the Galaxy S10+ offer and that's saying something.",5.0,0.031,0.84,0.129,0.8733,0.004043183,0.045483828,0.95047307
116,Issue with every ios update !,"I am facing cellular network issue with every new update. As per my understanding, Hardware is not compatible with the OS.",1.0,0.0,1.0,0.0,0.0,0.892806,0.10071413,0.006479855
117,Apple iPhone XR (64GB) - Black - Value for Money,I have purchased this Apple iPhone XR (64GB) - Black for my use.,4.0,0.0,1.0,0.0,0.0,0.0010870759,0.13558608,0.8633268
118,One of the best phones even in 2019 that can satisfy your needs,"I got it during great Indian festival for 38,000rs. Great value for the price.",5.0,0.0,0.395,0.605,0.93,0.0037519587,0.06287475,0.9333732
119,it has a problem,it has a receiver failer problem,1.0,0.403,0.597,0.0,-0.4019,0.7206466,0.26450846,0.014844885
120,A Wonderful Budget iphone 📲,It was my first iphone till date i was an android user . But believe me once you get over these phones you wont switch it away,5.0,0.0,1.0,0.0,0.0,0.018980376,0.33015925,0.65086037
121,Great value for money,iPhone XR is still a great buy. The price VS performance ratio on this phone makes it a very sensible buy. If you don’t care about the latest and greatest this one year old offering from Apple is a far better buy. Only down side on the phone are as follows:-,5.0,0.0,0.753,0.247,0.9371,0.01192563,0.07561653,0.9124578
122,Good deal for the best phone !!!!!!!!!!,"Never thought about purchasing XR but couldn't stop myself when i saw this deal . Taken sudden decision and bought this. Very much worried till the delivery suspecting that the product would be refurbished or duplicate. But amazon kept thier commitment, i received a brand new orginal iphone.",5.0,0.101,0.749,0.15,0.3642,0.22288847,0.45475328,0.32235822
123,iPhone XR review,"First of all the Face ID is crazy fast and accurate even during pitch darkness. The phone is fast and smooth, you don’t feel like you are having just 3Gb of RAM, it handles anything you through at it without a hitch. The phone does feel premium and at the same time delicate because the backside is glass,”as you know glass is glass and glass will break”. The pictures taken from the camera are good but the lack of night scape sort of things is a con. Overall the phone is great, although the side bezels are thick, you get used to it. The LCD screen does not lack anything compared to the OLED’s in day to day usage. You just stop thinking those things when you are using daily.",4.0,0.084,0.842,0.074,-0.1154,0.016197182,0.09112702,0.89267576
124,Fantastic phone upgrading from any of the previous versions specifically at the given price point,I was looking to upgrade from my iPhone 6 and was confused about iPhone 11 & iPhone XR. Decided to go for iPhone XR just from the cost perspective. Only from Camera and Processor POV there is an upgrade in iPhone 11 rest remains the same.,5.0,0.052,0.948,0.0,-0.3182,0.05619049,0.45721367,0.48659587
125,Premium phone,Bought it for 45k during sale,5.0,0.0,1.0,0.0,0.0,0.06620813,0.8748255,0.058966387
126,This phone heats up,"I had been using iphone 8 plus before and not a single time did I ever experience that phone heating up even after extensive usage. This piece however heats up to the extent making it uncomfortable to hold. If I use it for less than 10 mins, it works fine but any usage beyond that makes it hot. And on top of that, if the brightness level is set to max, its becomes an iron box(pun intended). Not expected off an apple device !",2.0,0.022,0.891,0.088,0.6696,0.3982567,0.40958372,0.1921596
